Indicator,Group,State,Subgroup,Time Period Label,Value,LowCI,HighCI,Confidence Interval,Start_Date,End_Date,period,total_cases,avg_cases
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,Aug 19 - Aug 31,6.2,4.3,8.6,4.3 - 8.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,Aug 19 - Aug 31,8.2,6.5,10.2,6.5 - 10.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,Aug 19 - Aug 31,6.7,5.5,8.2,5.5 - 8.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,Aug 19 - Aug 31,9.4,8,10.9,8.0 - 10.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,Aug 19 - Aug 31,11.4,8.8,14.5,8.8 - 14.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,Aug 19 - Aug 31,9.3,7.7,11.2,7.7 - 11.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,Aug 19 - Aug 31,10.3,8.8,11.9,8.8 - 11.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,Aug 19 - Aug 31,5.1,3.6,6.9,3.6 - 6.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,Aug 19 - Aug 31,7.2,5.9,8.6,5.9 - 8.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,Aug 19 - Aug 31,5.3,3.8,7.2,3.8 - 7.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,Aug 19 - Aug 31,22.4,22,22.9,22.0 - 22.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,Aug 19 - Aug 31,23.3,21.5,25.2,21.5 - 25.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,Aug 19 - Aug 31,23.1,22.1,24.1,22.1 - 24.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,Aug 19 - Aug 31,23.6,22.8,24.5,22.8 - 24.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,Aug 19 - Aug 31,23.9,22.8,25.1,22.8 - 25.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,Aug 19 - Aug 31,21.2,20.2,22.2,20.2 - 22.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,Aug 19 - Aug 31,19.6,18.1,21.1,18.1 - 21.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,Aug 19 - Aug 31,14.8,12,17.9,12.0 - 17.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,Aug 19 - Aug 31,16.3,15.6,17.1,15.6 - 17.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,Aug 19 - Aug 31,28,27.3,28.7,27.3 - 28.7,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Aug 19 - Aug 31,13.9,13.4,14.4,13.4 - 14.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Aug 19 - Aug 31,37.5,36.5,38.5,36.5 - 38.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Aug 19 - Aug 31,17.2,15.8,18.6,15.8 - 18.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Aug 19 - Aug 31,25.6,25,26.1,25.0 - 26.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Aug 19 - Aug 31,15.6,14.2,17.1,14.2 - 17.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Aug 19 - Aug 31,11.1,9.7,12.5,9.7 - 12.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Aug 19 - Aug 31,25,22.3,27.9,22.3 - 27.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,Aug 19 - Aug 31,20,17.3,22.9,17.3 - 22.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,Aug 19 - Aug 31,20.1,19.1,21.2,19.1 - 21.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Aug 19 - Aug 31,23.5,22.7,24.4,22.7 - 24.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Aug 19 - Aug 31,24,23.4,24.6,23.4 - 24.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,Aug 19 - Aug 31,25.2,21.9,28.6,21.9 - 28.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,Aug 19 - Aug 31,19.2,16.6,21.9,16.6 - 21.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,Aug 19 - Aug 31,20.2,17.9,22.6,17.9 - 22.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,Aug 19 - Aug 31,25.3,22,28.8,22.0 - 28.8,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,Aug 19 - Aug 31,20.1,18.3,21.9,18.3 - 21.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,Aug 19 - Aug 31,22,19.7,24.4,19.7 - 24.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,Aug 19 - Aug 31,23.1,19.7,26.8,19.7 - 26.8,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,Aug 19 - Aug 31,24,20.5,27.7,20.5 - 27.7,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,Aug 19 - Aug 31,27.6,22.3,33.4,22.3 - 33.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,Aug 19 - Aug 31,21.3,18.6,24.1,18.6 - 24.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,Aug 19 - Aug 31,22.8,20.2,25.6,20.2 - 25.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,Aug 19 - Aug 31,19.6,16,23.6,16.0 - 23.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,Aug 19 - Aug 31,25.2,22.4,28.3,22.4 - 28.3,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,Aug 19 - Aug 31,20.3,18,22.7,18.0 - 22.7,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,Aug 19 - Aug 31,25.3,22.4,28.3,22.4 - 28.3,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,Aug 19 - Aug 31,25,21.9,28.2,21.9 - 28.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,Aug 19 - Aug 31,23.9,20.4,27.7,20.4 - 27.7,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,Aug 19 - Aug 31,28.4,24.6,32.5,24.6 - 32.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,Aug 19 - Aug 31,26.6,23.3,30.1,23.3 - 30.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,Aug 19 - Aug 31,28,23.8,32.4,23.8 - 32.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,Aug 19 - Aug 31,20.5,18.3,22.8,18.3 - 22.8,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,Aug 19 - Aug 31,24.6,22.6,26.7,22.6 - 26.7,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,Aug 19 - Aug 31,23.4,20.8,26.2,20.8 - 26.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,Aug 19 - Aug 31,23.7,21.5,26.1,21.5 - 26.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,Aug 19 - Aug 31,21.7,18.2,25.6,18.2 - 25.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,Aug 19 - Aug 31,25.9,23.1,28.9,23.1 - 28.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,Aug 19 - Aug 31,21.9,18.7,25.4,18.7 - 25.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,Aug 19 - Aug 31,25.3,21.6,29.2,21.6 - 29.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,Aug 19 - Aug 31,17.7,15.4,20.1,15.4 - 20.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,Aug 19 - Aug 31,24.3,20.4,28.5,20.4 - 28.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,Aug 19 - Aug 31,21.8,19.3,24.4,19.3 - 24.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,Aug 19 - Aug 31,23,19.9,26.2,19.9 - 26.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,Aug 19 - Aug 31,21.9,19.4,24.5,19.4 - 24.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,Aug 19 - Aug 31,22.5,19.8,25.5,19.8 - 25.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,Aug 19 - Aug 31,20.7,16.8,25.2,16.8 - 25.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,Aug 19 - Aug 31,23.6,20,27.5,20.0 - 27.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,Aug 19 - Aug 31,24.3,21.7,27,21.7 - 27.0,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,Aug 19 - Aug 31,28.3,25.5,31.3,25.5 - 31.3,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Aug 19 - Aug 31,25.5,22.4,28.8,22.4 - 28.8,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,Aug 19 - Aug 31,25.9,22.2,30,22.2 - 30.0,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,Aug 19 - Aug 31,21.9,18.9,25.1,18.9 - 25.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,Aug 19 - Aug 31,20.1,16.4,24.2,16.4 - 24.2,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,Aug 19 - Aug 31,24,21.1,27.1,21.1 - 27.1,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,Aug 19 - Aug 31,18.8,16.8,21,16.8 - 21.0,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,Aug 19 - Aug 31,27.5,24.7,30.4,24.7 - 30.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,Aug 19 - Aug 31,27.8,22.5,33.6,22.5 - 33.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,Aug 19 - Aug 31,21.8,19.2,24.6,19.2 - 24.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,Aug 19 - Aug 31,25,23.4,26.7,23.4 - 26.7,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,Aug 19 - Aug 31,23.5,19.9,27.4,19.9 - 27.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,Aug 19 - Aug 31,22.1,19.5,24.9,19.5 - 24.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,Aug 19 - Aug 31,20.5,16.9,24.4,16.9 - 24.4,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,Aug 19 - Aug 31,9.2,8.8,9.6,8.8 - 9.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,Aug 19 - Aug 31,15.6,14.5,16.7,14.5 - 16.7,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,Aug 19 - Aug 31,12.9,11.9,13.9,11.9 - 13.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,Aug 19 - Aug 31,10,9.3,10.7,9.3 - 10.7,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,Aug 19 - Aug 31,7.7,6.9,8.5,6.9 - 8.5,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,Aug 19 - Aug 31,5.3,4.8,5.9,4.8 - 5.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,Aug 19 - Aug 31,2.9,2.2,3.6,2.2 - 3.6,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,Aug 19 - Aug 31,1.4,0.9,2,0.9 - 2.0,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,Aug 19 - Aug 31,6.8,6.2,7.3,6.2 - 7.3,2020-08-19,2020-08-31,13,504022,42001.833333333336
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,Aug 19 - Aug 31,11.4,10.9,11.9,10.9 - 11.9,2020-08-19,2020-08-31,13,504022,42001.833333333336
